SKU,Forecast Demand,Forecast Error Std,Optimal Q,Safety Stock,Reorder Point,Baseline Cost,Optimized Cost,Cost Reduction (%),Inventory Buffer (%),Order Uplift (%)
SKU_A,105.44,9.36,115,34.429185863159766,561.6291858631598,96.99050124947088,79.25753052253779,18.283203508065,32.652869748823754,9.523809523809524
SKU_B,129.68,12.4,142,45.61131460504071,694.0113146050408,110.59605756162993,88.88928028525538,19.62708052615564,35.17220435305421,9.230769230769232
SKU_C,85.79,6.63,92,24.387339986404832,453.33733998640486,81.64198845097934,69.68736807402782,14.642735440146085,28.42678632288709,6.976744186046512
